Start time          	End time            	ID
24-Nov-2008 13:07:40	24-Nov-2008 13:08:30	4
24-Nov-2008 13:10:00	24-Nov-2008 13:15:20	14
24-Nov-2008 13:15:20	24-Nov-2008 13:29:30	3
24-Nov-2008 14:36:30	24-Nov-2008 15:01:10	28
24-Nov-2008 16:46:30	24-Nov-2008 16:47:20	4
24-Nov-2008 16:59:00	24-Nov-2008 17:37:30	15
24-Nov-2008 17:37:30	24-Nov-2008 17:58:00	3
24-Nov-2008 18:00:00	24-Nov-2008 18:15:30	28
24-Nov-2008 18:16:10	24-Nov-2008 18:22:50	5
24-Nov-2008 18:22:52	24-Nov-2008 18:26:20	6
24-Nov-2008 18:27:00	24-Nov-2008 18:28:10	11
24-Nov-2008 18:33:40	24-Nov-2008 18:42:00	28
24-Nov-2008 18:38:20	24-Nov-2008 18:40:20	4
24-Nov-2008 18:43:20	24-Nov-2008 22:22:20	1
24-Nov-2008 22:25:00	24-Nov-2008 22:40:40	1
24-Nov-2008 23:34:50	24-Nov-2008 23:35:20	16
25-Nov-2008 00:14:50	25-Nov-2008 00:15:40	4
25-Nov-2008 00:17:30	25-Nov-2008 00:43:00	28
25-Nov-2008 00:44:30	25-Nov-2008 00:48:20	6
25-Nov-2008 00:48:10	25-Nov-2008 00:48:50	7
25-Nov-2008 00:50:30	25-Nov-2008 06:56:00	10
25-Nov-2008 06:57:20	25-Nov-2008 06:59:30	7
25-Nov-2008 07:00:20	25-Nov-2008 07:06:10	5
25-Nov-2008 07:07:20	25-Nov-2008 07:10:30	11
25-Nov-2008 07:14:30	25-Nov-2008 07:16:30	14
25-Nov-2008 07:20:10	25-Nov-2008 16:45:00	1
25-Nov-2008 17:01:00	25-Nov-2008 17:36:00	15
25-Nov-2008 17:05:30	25-Nov-2008 17:06:30	4
25-Nov-2008 17:36:40	25-Nov-2008 17:57:20	3
25-Nov-2008 17:57:50	25-Nov-2008 18:05:00	28
25-Nov-2008 18:06:55	25-Nov-2008 18:11:20	6
25-Nov-2008 18:11:30	25-Nov-2008 18:12:15	7
25-Nov-2008 18:14:30	25-Nov-2008 18:20:15	9
25-Nov-2008 18:31:40	25-Nov-2008 22:01:25	1
25-Nov-2008 22:02:05	25-Nov-2008 22:03:10	4
25-Nov-2008 22:04:40	25-Nov-2008 22:09:00	28
25-Nov-2008 23:20:20	25-Nov-2008 23:23:00	16
25-Nov-2008 23:23:23	26-Nov-2008 00:45:00	28
26-Nov-2008 00:13:20	26-Nov-2008 00:14:35	7
26-Nov-2008 00:19:30	26-Nov-2008 00:19:40	16
26-Nov-2008 00:45:45	26-Nov-2008 00:46:30	7
26-Nov-2008 00:47:00	26-Nov-2008 00:49:00	6
26-Nov-2008 00:49:10	26-Nov-2008 08:13:00	10
26-Nov-2008 00:51:10	26-Nov-2008 00:51:30	12
26-Nov-2008 08:16:10	26-Nov-2008 08:17:30	7
26-Nov-2008 08:18:00	26-Nov-2008 08:23:20	5
26-Nov-2008 08:23:45	26-Nov-2008 08:27:50	11
26-Nov-2008 08:35:00	26-Nov-2008 08:36:40	6
26-Nov-2008 08:42:00	26-Nov-2008 16:59:00	1
26-Nov-2008 17:08:10	26-Nov-2008 17:08:55	4
26-Nov-2008 17:15:30	26-Nov-2008 19:13:00	28
26-Nov-2008 19:13:10	26-Nov-2008 19:14:10	4
26-Nov-2008 19:34:00	26-Nov-2008 21:48:40	1
26-Nov-2008 21:49:30	26-Nov-2008 22:08:50	28
26-Nov-2008 21:51:10	26-Nov-2008 21:52:00	16
26-Nov-2008 23:04:30	27-Nov-2008 00:03:30	28
26-Nov-2008 23:38:50	26-Nov-2008 23:39:30	16
26-Nov-2008 23:48:20	26-Nov-2008 23:49:10	4
27-Nov-2008 00:04:50	27-Nov-2008 00:07:15	6
27-Nov-2008 00:07:50	27-Nov-2008 06:51:50	10
27-Nov-2008 00:11:20	27-Nov-2008 00:12:20	4
27-Nov-2008 00:12:00	27-Nov-2008 00:13:00	12
27-Nov-2008 06:52:10	27-Nov-2008 06:53:50	7
27-Nov-2008 06:54:00	27-Nov-2008 06:59:30	5
27-Nov-2008 07:00:00	27-Nov-2008 07:02:00	6
27-Nov-2008 07:02:55	27-Nov-2008 07:06:00	11
27-Nov-2008 07:14:00	27-Nov-2008 07:17:15	14
27-Nov-2008 07:20:30	27-Nov-2008 17:15:30	1
27-Nov-2008 17:18:30	27-Nov-2008 17:45:50	15
27-Nov-2008 17:45:50	27-Nov-2008 17:57:30	3
27-Nov-2008 17:58:20	27-Nov-2008 18:04:50	28
27-Nov-2008 18:04:50	27-Nov-2008 18:05:40	4
27-Nov-2008 18:07:10	27-Nov-2008 18:11:20	6
27-Nov-2008 18:22:10	27-Nov-2008 20:10:40	1
27-Nov-2008 20:14:40	27-Nov-2008 20:17:30	4
27-Nov-2008 20:18:50	27-Nov-2008 22:36:50	1
27-Nov-2008 22:39:00	28-Nov-2008 00:11:10	28
27-Nov-2008 22:41:55	27-Nov-2008 22:42:25	16
28-Nov-2008 00:17:35	28-Nov-2008 00:20:00	6
28-Nov-2008 00:21:00	28-Nov-2008 07:09:55	10
28-Nov-2008 07:11:00	28-Nov-2008 07:11:30	7
28-Nov-2008 07:12:00	28-Nov-2008 07:16:20	5
28-Nov-2008 07:18:00	28-Nov-2008 07:21:30	11
28-Nov-2008 07:29:00	28-Nov-2008 18:52:30	1
28-Nov-2008 18:59:55	28-Nov-2008 19:01:20	4
28-Nov-2008 19:25:50	28-Nov-2008 19:26:50	4
28-Nov-2008 19:30:30	28-Nov-2008 19:33:30	6
28-Nov-2008 20:01:00	28-Nov-2008 20:09:30	15
28-Nov-2008 20:09:30	28-Nov-2008 20:19:35	3
28-Nov-2008 21:01:40	28-Nov-2008 21:14:50	28
28-Nov-2008 21:15:00	28-Nov-2008 22:37:50	1
28-Nov-2008 22:38:30	28-Nov-2008 22:39:20	4
28-Nov-2008 22:43:10	28-Nov-2008 22:46:15	17
28-Nov-2008 22:47:40	28-Nov-2008 23:42:35	1
28-Nov-2008 23:45:50	29-Nov-2008 07:18:00	10
29-Nov-2008 07:18:30	29-Nov-2008 07:20:30	7
29-Nov-2008 07:22:30	29-Nov-2008 07:24:20	11
29-Nov-2008 07:28:10	29-Nov-2008 07:30:35	13
29-Nov-2008 07:30:40	29-Nov-2008 07:33:10	3
29-Nov-2008 07:35:35	29-Nov-2008 11:21:00	1
29-Nov-2008 11:24:00	29-Nov-2008 11:24:45	4
29-Nov-2008 11:44:10	29-Nov-2008 16:41:20	1
29-Nov-2008 16:52:50	29-Nov-2008 16:54:05	7
29-Nov-2008 16:55:40	29-Nov-2008 17:01:30	9
29-Nov-2008 17:07:30	29-Nov-2008 17:57:50	1
29-Nov-2008 18:03:45	29-Nov-2008 18:20:50	15
29-Nov-2008 18:21:00	29-Nov-2008 18:31:50	3
29-Nov-2008 18:32:20	29-Nov-2008 18:49:30	28
29-Nov-2008 18:50:00	29-Nov-2008 19:09:50	5
29-Nov-2008 18:54:30	29-Nov-2008 18:59:20	6
29-Nov-2008 18:59:30	29-Nov-2008 19:00:00	7
29-Nov-2008 19:10:30	29-Nov-2008 19:13:10	11
29-Nov-2008 19:19:25	30-Nov-2008 01:41:25	1
30-Nov-2008 01:45:30	30-Nov-2008 01:46:40	7
30-Nov-2008 01:47:10	30-Nov-2008 01:49:20	6
30-Nov-2008 01:50:00	30-Nov-2008 08:51:50	10
30-Nov-2008 08:52:55	30-Nov-2008 08:53:40	7
30-Nov-2008 08:54:00	30-Nov-2008 08:58:45	11
30-Nov-2008 09:01:00	30-Nov-2008 09:03:40	13
30-Nov-2008 09:03:50	30-Nov-2008 09:16:40	3
30-Nov-2008 09:16:50	30-Nov-2008 09:35:40	28
30-Nov-2008 09:39:00	30-Nov-2008 12:45:45	1
30-Nov-2008 12:46:30	30-Nov-2008 12:47:20	4
30-Nov-2008 12:57:35	30-Nov-2008 13:10:00	28
30-Nov-2008 13:11:40	30-Nov-2008 13:46:00	5
30-Nov-2008 13:46:55	30-Nov-2008 13:50:00	11
30-Nov-2008 13:51:30	30-Nov-2008 14:17:25	28
30-Nov-2008 14:17:45	30-Nov-2008 14:28:15	14
30-Nov-2008 14:28:30	30-Nov-2008 14:34:50	3
30-Nov-2008 14:35:00	30-Nov-2008 14:45:00	28
30-Nov-2008 14:46:40	30-Nov-2008 14:48:20	7
30-Nov-2008 14:48:55	30-Nov-2008 14:52:00	6
30-Nov-2008 14:57:30	30-Nov-2008 21:33:45	1
30-Nov-2008 22:17:55	01-Dec-2008 00:12:00	28
01-Dec-2008 00:12:20	01-Dec-2008 00:13:00	4
01-Dec-2008 00:15:40	01-Dec-2008 00:19:20	6
01-Dec-2008 00:19:10	01-Dec-2008 08:20:00	10
01-Dec-2008 08:21:00	01-Dec-2008 08:22:10	7
01-Dec-2008 08:24:40	01-Dec-2008 08:26:10	11
01-Dec-2008 08:28:55	01-Dec-2008 08:31:25	4
01-Dec-2008 08:32:30	01-Dec-2008 08:52:30	13
01-Dec-2008 08:52:55	01-Dec-2008 09:09:20	3
01-Dec-2008 09:42:50	01-Dec-2008 09:43:35	4
01-Dec-2008 09:47:30	01-Dec-2008 11:15:20	1
01-Dec-2008 11:24:00	01-Dec-2008 17:25:55	1
01-Dec-2008 17:32:30	01-Dec-2008 18:11:40	15
01-Dec-2008 18:04:10	01-Dec-2008 18:05:10	4
01-Dec-2008 18:11:00	01-Dec-2008 18:23:50	3
01-Dec-2008 18:35:40	01-Dec-2008 18:38:50	6
01-Dec-2008 18:42:30	01-Dec-2008 23:48:55	1
01-Dec-2008 23:51:20	02-Dec-2008 00:53:00	28
02-Dec-2008 00:33:30	02-Dec-2008 00:39:10	3
02-Dec-2008 00:39:10	02-Dec-2008 00:40:52	4
02-Dec-2008 00:56:30	02-Dec-2008 00:58:30	6
02-Dec-2008 00:59:00	02-Dec-2008 06:59:45	10
02-Dec-2008 06:09:10	02-Dec-2008 06:14:00	5
02-Dec-2008 07:00:35	02-Dec-2008 07:01:30	7
02-Dec-2008 07:01:45	02-Dec-2008 07:07:40	5
02-Dec-2008 07:08:10	02-Dec-2008 07:12:45	11
02-Dec-2008 07:14:40	02-Dec-2008 07:17:20	14
02-Dec-2008 07:21:50	02-Dec-2008 22:52:00	1
02-Dec-2008 23:55:00	02-Dec-2008 23:56:00	4
03-Dec-2008 00:01:50	03-Dec-2008 00:09:15	9
03-Dec-2008 00:09:10	03-Dec-2008 00:13:45	6
03-Dec-2008 00:09:55	03-Dec-2008 00:34:10	28
03-Dec-2008 00:35:10	03-Dec-2008 05:58:30	10
03-Dec-2008 05:59:30	03-Dec-2008 06:01:20	7
03-Dec-2008 06:14:40	03-Dec-2008 06:18:50	11
03-Dec-2008 06:20:40	03-Dec-2008 06:21:40	13
03-Dec-2008 06:21:55	03-Dec-2008 06:25:20	3
03-Dec-2008 06:36:50	03-Dec-2008 06:38:40	6
03-Dec-2008 06:48:40	03-Dec-2008 16:43:15	1
03-Dec-2008 16:51:55	03-Dec-2008 17:43:10	1
03-Dec-2008 17:49:00	03-Dec-2008 18:29:30	15
03-Dec-2008 18:29:55	03-Dec-2008 18:46:00	3
03-Dec-2008 18:46:55	03-Dec-2008 18:49:00	4
03-Dec-2008 18:50:30	04-Dec-2008 00:05:40	28
03-Dec-2008 19:58:15	03-Dec-2008 19:58:55	4
03-Dec-2008 21:49:30	03-Dec-2008 21:51:50	4
03-Dec-2008 22:04:35	03-Dec-2008 22:06:30	4
04-Dec-2008 00:14:10	04-Dec-2008 00:14:50	7
04-Dec-2008 00:16:00	04-Dec-2008 06:59:00	10
04-Dec-2008 07:00:00	04-Dec-2008 07:01:15	7
04-Dec-2008 07:01:30	04-Dec-2008 07:07:00	5
04-Dec-2008 07:08:20	04-Dec-2008 07:10:50	11
04-Dec-2008 07:21:20	04-Dec-2008 16:48:30	1
04-Dec-2008 17:06:50	04-Dec-2008 17:35:30	15
04-Dec-2008 17:36:30	04-Dec-2008 17:51:30	3
04-Dec-2008 19:29:45	04-Dec-2008 19:30:30	4
04-Dec-2008 19:44:15	04-Dec-2008 22:30:15	1
04-Dec-2008 22:46:15	04-Dec-2008 22:47:00	17
04-Dec-2008 22:47:15	05-Dec-2008 03:02:30	28
05-Dec-2008 03:03:20	05-Dec-2008 03:04:20	4
05-Dec-2008 03:13:15	05-Dec-2008 03:15:10	6
05-Dec-2008 03:16:40	05-Dec-2008 07:01:15	10
05-Dec-2008 07:04:30	05-Dec-2008 07:05:50	4
05-Dec-2008 07:17:00	05-Dec-2008 07:18:30	6
05-Dec-2008 07:18:40	05-Dec-2008 07:21:25	11
05-Dec-2008 07:24:40	05-Dec-2008 15:39:50	1
05-Dec-2008 15:41:45	05-Dec-2008 15:42:35	4
05-Dec-2008 16:02:55	05-Dec-2008 16:52:00	28
05-Dec-2008 16:52:55	05-Dec-2008 17:13:50	15
05-Dec-2008 17:09:15	05-Dec-2008 17:25:45	3
05-Dec-2008 17:26:30	05-Dec-2008 17:48:55	28
05-Dec-2008 17:49:50	05-Dec-2008 17:59:30	9
05-Dec-2008 18:04:25	05-Dec-2008 18:05:20	4
05-Dec-2008 18:32:58	05-Dec-2008 19:05:00	1
05-Dec-2008 19:25:15	05-Dec-2008 19:27:32	4
05-Dec-2008 20:02:00	06-Dec-2008 00:04:10	1
06-Dec-2008 00:05:30	06-Dec-2008 00:06:50	17
06-Dec-2008 00:08:00	06-Dec-2008 00:10:40	16
06-Dec-2008 04:49:55	06-Dec-2008 04:50:40	4
06-Dec-2008 04:51:50	06-Dec-2008 08:31:20	10
06-Dec-2008 08:32:00	06-Dec-2008 08:32:45	7
06-Dec-2008 08:33:45	06-Dec-2008 08:35:10	11
06-Dec-2008 08:44:00	06-Dec-2008 08:55:00	13
06-Dec-2008 08:51:30	06-Dec-2008 09:02:40	3
06-Dec-2008 09:52:30	06-Dec-2008 10:55:10	1
06-Dec-2008 10:58:30	06-Dec-2008 11:03:00	17
06-Dec-2008 11:00:40	06-Dec-2008 11:42:00	22
06-Dec-2008 11:45:10	06-Dec-2008 12:13:00	28
06-Dec-2008 12:13:30	06-Dec-2008 12:14:20	4
06-Dec-2008 12:17:50	06-Dec-2008 13:25:50	1
06-Dec-2008 13:27:30	06-Dec-2008 13:29:40	7
06-Dec-2008 13:37:00	06-Dec-2008 18:14:45	1
06-Dec-2008 18:17:55	06-Dec-2008 18:18:25	4
06-Dec-2008 18:31:00	07-Dec-2008 01:03:30	1
07-Dec-2008 01:04:55	07-Dec-2008 01:05:55	4
07-Dec-2008 01:06:30	07-Dec-2008 02:00:50	28
07-Dec-2008 02:04:50	07-Dec-2008 02:07:00	6
07-Dec-2008 02:07:30	07-Dec-2008 02:08:10	7
07-Dec-2008 02:08:40	07-Dec-2008 09:37:05	10
07-Dec-2008 08:10:05	07-Dec-2008 08:11:10	7
07-Dec-2008 09:37:10	07-Dec-2008 09:38:55	11
07-Dec-2008 09:39:35	07-Dec-2008 09:41:30	4
07-Dec-2008 09:42:00	07-Dec-2008 09:42:50	13
07-Dec-2008 09:43:10	07-Dec-2008 09:48:45	3
07-Dec-2008 09:49:40	07-Dec-2008 12:19:15	1
07-Dec-2008 12:37:30	07-Dec-2008 13:10:50	5
07-Dec-2008 12:43:25	07-Dec-2008 12:44:00	7
07-Dec-2008 13:12:15	07-Dec-2008 13:19:50	9
07-Dec-2008 13:21:10	07-Dec-2008 13:27:30	11
07-Dec-2008 13:32:25	07-Dec-2008 14:18:30	28
07-Dec-2008 14:18:55	07-Dec-2008 14:20:00	4
07-Dec-2008 14:24:30	07-Dec-2008 21:22:45	1
07-Dec-2008 21:23:30	07-Dec-2008 21:24:20	4
07-Dec-2008 21:27:00	08-Dec-2008 02:17:30	28
07-Dec-2008 21:29:20	07-Dec-2008 21:30:00	17
08-Dec-2008 02:18:20	08-Dec-2008 02:19:35	4
08-Dec-2008 02:22:35	08-Dec-2008 02:23:00	12
08-Dec-2008 02:24:10	08-Dec-2008 08:15:00	10
