Start time          	End time            	ID
28-Jul-2009 22:37:05	29-Jul-2009 09:48:20	10
29-Jul-2009 10:19:59	29-Jul-2009 10:22:39	4
29-Jul-2009 10:23:27	29-Jul-2009 10:34:34	40
29-Jul-2009 10:41:02	29-Jul-2009 10:50:00	5
29-Jul-2009 10:50:02	29-Jul-2009 10:51:39	11
29-Jul-2009 10:52:57	29-Jul-2009 10:56:45	16
29-Jul-2009 11:17:28	29-Jul-2009 11:51:30	1
29-Jul-2009 11:53:37	29-Jul-2009 11:58:41	13
29-Jul-2009 11:58:51	29-Jul-2009 12:05:54	32
29-Jul-2009 12:15:40	29-Jul-2009 12:16:43	24
29-Jul-2009 13:12:36	29-Jul-2009 13:31:01	1
29-Jul-2009 13:50:26	29-Jul-2009 13:50:48	11
29-Jul-2009 14:08:28	29-Jul-2009 18:08:13	1
29-Jul-2009 18:08:28	29-Jul-2009 18:09:24	11
29-Jul-2009 18:09:43	29-Jul-2009 18:13:26	15
29-Jul-2009 18:13:28	29-Jul-2009 18:14:51	40
29-Jul-2009 18:15:03	29-Jul-2009 18:18:00	15
29-Jul-2009 18:18:21	29-Jul-2009 18:24:06	31
29-Jul-2009 18:31:40	29-Jul-2009 18:39:49	24
29-Jul-2009 18:39:51	29-Jul-2009 18:48:44	9
29-Jul-2009 18:48:52	29-Jul-2009 18:58:07	5
29-Jul-2009 18:58:09	29-Jul-2009 18:59:39	11
29-Jul-2009 19:03:43	29-Jul-2009 19:05:56	43
29-Jul-2009 19:06:01	29-Jul-2009 19:09:18	37
29-Jul-2009 19:11:10	30-Jul-2009 03:03:58	1
30-Jul-2009 03:04:02	30-Jul-2009 03:06:26	6
30-Jul-2009 03:09:00	30-Jul-2009 11:18:18	10
30-Jul-2009 11:18:27	30-Jul-2009 11:19:12	4
30-Jul-2009 11:21:22	30-Jul-2009 11:32:26	13
30-Jul-2009 11:32:33	30-Jul-2009 11:42:21	32
30-Jul-2009 12:01:04	30-Jul-2009 12:03:44	4
30-Jul-2009 12:03:50	30-Jul-2009 12:04:18	24
30-Jul-2009 12:13:21	30-Jul-2009 12:54:11	40
30-Jul-2009 12:54:36	30-Jul-2009 13:03:14	5
30-Jul-2009 13:03:16	30-Jul-2009 13:05:22	11
30-Jul-2009 13:05:49	30-Jul-2009 13:11:41	43
30-Jul-2009 13:11:43	30-Jul-2009 17:10:20	1
30-Jul-2009 17:12:11	30-Jul-2009 17:12:58	17
30-Jul-2009 17:13:12	30-Jul-2009 17:13:21	24
30-Jul-2009 17:13:51	31-Jul-2009 01:01:30	1
31-Jul-2009 01:21:37	31-Jul-2009 01:23:02	6
31-Jul-2009 01:23:40	31-Jul-2009 01:24:36	4
31-Jul-2009 01:33:11	31-Jul-2009 09:45:20	10
31-Jul-2009 09:45:23	31-Jul-2009 09:46:23	4
31-Jul-2009 09:46:49	31-Jul-2009 09:51:23	13
31-Jul-2009 09:51:35	31-Jul-2009 09:56:42	32
31-Jul-2009 09:56:44	31-Jul-2009 09:58:45	13
31-Jul-2009 09:58:57	31-Jul-2009 10:07:20	32
31-Jul-2009 10:19:37	31-Jul-2009 10:35:35	40
31-Jul-2009 10:55:38	31-Jul-2009 10:56:01	44
31-Jul-2009 10:56:11	31-Jul-2009 11:07:33	5
31-Jul-2009 11:07:36	31-Jul-2009 11:09:38	11
31-Jul-2009 11:09:41	31-Jul-2009 11:16:23	43
31-Jul-2009 11:12:05	31-Jul-2009 11:13:33	4
31-Jul-2009 11:18:01	31-Jul-2009 11:20:24	6
31-Jul-2009 11:22:04	31-Jul-2009 22:20:49	1
31-Jul-2009 22:21:20	31-Jul-2009 22:22:05	17
31-Jul-2009 22:22:42	31-Jul-2009 22:29:42	40
31-Jul-2009 22:31:42	31-Jul-2009 22:33:28	6
31-Jul-2009 22:34:00	31-Jul-2009 22:34:47	4
31-Jul-2009 22:35:15	01-Aug-2009 10:45:20	10
01-Aug-2009 05:19:06	01-Aug-2009 05:20:08	4
01-Aug-2009 11:14:00	01-Aug-2009 11:17:18	4
01-Aug-2009 11:18:05	01-Aug-2009 11:28:15	13
01-Aug-2009 11:30:26	01-Aug-2009 11:39:16	32
01-Aug-2009 11:39:19	01-Aug-2009 12:03:36	40
01-Aug-2009 12:03:39	01-Aug-2009 12:05:43	29
01-Aug-2009 12:05:44	01-Aug-2009 12:12:58	40
01-Aug-2009 12:13:07	01-Aug-2009 12:16:11	24
01-Aug-2009 12:21:14	01-Aug-2009 12:24:47	40
01-Aug-2009 12:45:01	01-Aug-2009 12:47:43	40
01-Aug-2009 12:48:39	01-Aug-2009 12:56:47	5
01-Aug-2009 12:56:49	01-Aug-2009 12:58:23	11
01-Aug-2009 12:58:27	01-Aug-2009 13:01:24	43
01-Aug-2009 13:01:29	01-Aug-2009 22:13:37	1
01-Aug-2009 22:15:05	01-Aug-2009 22:38:28	15
01-Aug-2009 22:39:09	01-Aug-2009 22:54:27	31
01-Aug-2009 23:34:07	01-Aug-2009 23:34:30	44
01-Aug-2009 23:36:30	01-Aug-2009 23:38:36	37
01-Aug-2009 23:39:12	02-Aug-2009 00:08:43	40
02-Aug-2009 00:08:49	02-Aug-2009 00:09:55	4
02-Aug-2009 00:10:48	02-Aug-2009 00:12:23	6
02-Aug-2009 00:12:33	02-Aug-2009 09:26:32	10
02-Aug-2009 09:27:11	02-Aug-2009 09:28:05	4
02-Aug-2009 09:28:30	02-Aug-2009 09:34:49	15
02-Aug-2009 09:35:09	02-Aug-2009 09:45:00	32
02-Aug-2009 09:45:03	02-Aug-2009 09:45:33	4
02-Aug-2009 09:45:56	02-Aug-2009 09:50:57	4
02-Aug-2009 09:54:50	02-Aug-2009 10:08:02	40
02-Aug-2009 10:27:46	02-Aug-2009 10:33:32	5
02-Aug-2009 10:33:35	02-Aug-2009 10:36:40	11
02-Aug-2009 10:37:11	02-Aug-2009 10:39:18	6
02-Aug-2009 10:40:03	02-Aug-2009 10:52:12	35
02-Aug-2009 10:52:19	02-Aug-2009 10:55:10	43
02-Aug-2009 10:55:17	02-Aug-2009 14:40:44	1
02-Aug-2009 14:41:06	02-Aug-2009 14:43:02	4
02-Aug-2009 14:45:04	02-Aug-2009 14:46:14	43
02-Aug-2009 14:46:15	03-Aug-2009 04:05:01	1
03-Aug-2009 04:23:41	03-Aug-2009 04:25:24	6
03-Aug-2009 04:26:25	03-Aug-2009 05:37:24	10
03-Aug-2009 05:47:46	04-Aug-2009 15:10:31	1
04-Aug-2009 15:11:53	04-Aug-2009 15:13:26	17
04-Aug-2009 15:13:29	04-Aug-2009 15:14:44	4
04-Aug-2009 15:16:03	04-Aug-2009 15:40:26	40
04-Aug-2009 15:41:10	04-Aug-2009 15:41:39	43
04-Aug-2009 15:41:37	05-Aug-2009 00:09:59	1
05-Aug-2009 00:11:06	05-Aug-2009 12:40:30	10
05-Aug-2009 05:53:01	05-Aug-2009 05:54:47	4
05-Aug-2009 12:40:38	05-Aug-2009 12:42:08	4
05-Aug-2009 12:42:50	05-Aug-2009 12:51:28	13
05-Aug-2009 12:51:32	05-Aug-2009 13:26:48	32
05-Aug-2009 13:26:58	05-Aug-2009 13:44:36	40
05-Aug-2009 13:47:53	05-Aug-2009 13:48:06	4
05-Aug-2009 13:48:27	05-Aug-2009 14:05:06	40
05-Aug-2009 14:11:09	05-Aug-2009 14:21:51	5
05-Aug-2009 14:21:52	05-Aug-2009 14:23:30	11
05-Aug-2009 14:23:44	05-Aug-2009 14:27:24	43
05-Aug-2009 14:27:38	05-Aug-2009 16:26:48	1
05-Aug-2009 16:28:03	05-Aug-2009 16:39:24	40
05-Aug-2009 16:39:31	05-Aug-2009 16:39:55	43
05-Aug-2009 16:40:03	05-Aug-2009 22:54:17	1
05-Aug-2009 22:55:13	05-Aug-2009 23:44:01	40
05-Aug-2009 23:45:20	05-Aug-2009 23:47:16	6
05-Aug-2009 23:47:43	05-Aug-2009 23:49:34	4
05-Aug-2009 23:49:48	06-Aug-2009 04:25:53	10
06-Aug-2009 04:27:38	06-Aug-2009 15:17:30	1
06-Aug-2009 15:20:02	06-Aug-2009 15:21:23	37
06-Aug-2009 15:21:34	06-Aug-2009 15:21:50	40
06-Aug-2009 15:22:01	06-Aug-2009 19:17:50	1
06-Aug-2009 19:18:41	07-Aug-2009 14:02:17	1
07-Aug-2009 14:02:28	07-Aug-2009 14:03:09	37
07-Aug-2009 14:14:10	07-Aug-2009 23:47:06	1
