Start time          	End time            	ID	Val
21-Jul-2009 20:01:32	21-Jul-2009 20:01:33	18	1
21-Jul-2009 20:01:34	21-Jul-2009 20:01:35	18	1
21-Jul-2009 20:01:37	21-Jul-2009 20:01:39	18	1
21-Jul-2009 20:01:40	21-Jul-2009 20:01:41	18	1
21-Jul-2009 20:01:46	21-Jul-2009 20:01:48	18	1
21-Jul-2009 20:02:05	21-Jul-2009 20:02:06	18	1
21-Jul-2009 20:02:07	21-Jul-2009 20:02:08	18	1
21-Jul-2009 20:02:34	21-Jul-2009 20:02:35	18	1
21-Jul-2009 20:03:55	21-Jul-2009 20:03:56	18	1
21-Jul-2009 20:04:03	21-Jul-2009 20:04:07	18	1
21-Jul-2009 20:04:08	21-Jul-2009 20:04:09	18	1
21-Jul-2009 20:04:09	21-Jul-2009 20:04:10	18	1
21-Jul-2009 20:04:15	21-Jul-2009 20:04:16	18	1
21-Jul-2009 20:04:22	21-Jul-2009 20:04:23	18	1
21-Jul-2009 20:04:25	21-Jul-2009 20:04:26	18	1
21-Jul-2009 20:04:28	21-Jul-2009 20:04:29	18	1
21-Jul-2009 20:04:32	21-Jul-2009 20:04:33	18	1
21-Jul-2009 20:05:18	21-Jul-2009 20:05:19	18	1
21-Jul-2009 20:05:34	21-Jul-2009 20:05:35	18	1
21-Jul-2009 20:05:36	21-Jul-2009 20:05:37	18	1
21-Jul-2009 20:05:39	21-Jul-2009 20:05:43	18	1
21-Jul-2009 20:05:45	21-Jul-2009 20:05:46	18	1
21-Jul-2009 20:05:48	21-Jul-2009 20:05:50	18	1
21-Jul-2009 20:05:51	21-Jul-2009 20:05:52	18	1
21-Jul-2009 20:05:53	21-Jul-2009 20:05:54	18	1
21-Jul-2009 20:05:56	21-Jul-2009 20:05:58	18	1
21-Jul-2009 20:06:04	21-Jul-2009 20:06:06	18	1
21-Jul-2009 20:06:07	21-Jul-2009 20:06:08	18	1
21-Jul-2009 20:06:09	21-Jul-2009 20:06:10	18	1
21-Jul-2009 20:06:11	21-Jul-2009 20:06:12	18	1
21-Jul-2009 20:06:35	21-Jul-2009 20:06:36	18	1
21-Jul-2009 20:08:15	21-Jul-2009 20:08:17	18	1
21-Jul-2009 20:08:18	21-Jul-2009 20:08:19	18	1
21-Jul-2009 20:08:20	21-Jul-2009 20:08:21	18	1
21-Jul-2009 20:08:25	21-Jul-2009 20:08:26	18	1
21-Jul-2009 20:08:28	21-Jul-2009 20:08:33	18	1
21-Jul-2009 20:08:34	21-Jul-2009 20:08:35	18	1
21-Jul-2009 20:08:36	21-Jul-2009 20:08:37	18	1
21-Jul-2009 20:08:38	21-Jul-2009 20:08:39	18	1
21-Jul-2009 20:08:44	21-Jul-2009 20:08:45	18	1
21-Jul-2009 20:08:49	21-Jul-2009 20:08:59	18	1
21-Jul-2009 20:09:00	21-Jul-2009 20:09:01	18	1
21-Jul-2009 20:09:03	21-Jul-2009 20:09:04	18	1
21-Jul-2009 20:09:06	21-Jul-2009 20:09:07	18	1
21-Jul-2009 20:09:12	21-Jul-2009 20:09:20	18	1
21-Jul-2009 20:09:20	21-Jul-2009 20:09:21	18	1
21-Jul-2009 20:09:24	21-Jul-2009 20:09:25	18	1
21-Jul-2009 20:09:26	21-Jul-2009 20:09:27	18	1
21-Jul-2009 20:09:28	21-Jul-2009 20:09:29	18	1
21-Jul-2009 20:09:31	21-Jul-2009 20:09:33	18	1
21-Jul-2009 20:09:34	21-Jul-2009 20:09:35	18	1
21-Jul-2009 20:09:37	21-Jul-2009 20:09:39	18	1
21-Jul-2009 20:10:07	21-Jul-2009 20:10:08	18	1
21-Jul-2009 20:10:09	21-Jul-2009 20:10:10	18	1
21-Jul-2009 20:10:12	21-Jul-2009 20:10:19	18	1
21-Jul-2009 20:10:21	21-Jul-2009 20:10:22	18	1
21-Jul-2009 20:10:35	21-Jul-2009 20:10:36	18	1
21-Jul-2009 20:10:36	21-Jul-2009 20:10:37	18	1
21-Jul-2009 20:10:39	21-Jul-2009 20:10:41	18	1
21-Jul-2009 20:10:43	21-Jul-2009 20:10:44	18	1
21-Jul-2009 20:10:52	21-Jul-2009 20:10:55	18	1
21-Jul-2009 20:12:32	21-Jul-2009 20:12:33	18	1
21-Jul-2009 20:12:40	21-Jul-2009 20:12:42	18	1
21-Jul-2009 20:12:43	21-Jul-2009 20:12:44	18	1
21-Jul-2009 20:12:45	21-Jul-2009 20:12:46	18	1
21-Jul-2009 20:12:47	21-Jul-2009 20:12:48	18	1
21-Jul-2009 20:12:49	21-Jul-2009 20:12:50	18	1
21-Jul-2009 20:13:04	21-Jul-2009 20:13:05	18	1
21-Jul-2009 20:13:10	21-Jul-2009 20:13:11	18	1
21-Jul-2009 20:13:13	21-Jul-2009 20:13:14	18	1
21-Jul-2009 20:13:16	21-Jul-2009 20:13:18	18	1
21-Jul-2009 20:13:25	21-Jul-2009 20:13:26	18	1
21-Jul-2009 20:13:28	21-Jul-2009 20:13:29	18	1
21-Jul-2009 20:13:30	21-Jul-2009 20:13:31	18	1
21-Jul-2009 20:13:32	21-Jul-2009 20:13:33	18	1
21-Jul-2009 20:13:35	21-Jul-2009 20:13:36	18	1
21-Jul-2009 20:13:46	21-Jul-2009 20:13:47	18	1
21-Jul-2009 20:14:03	21-Jul-2009 20:14:04	18	1
21-Jul-2009 20:14:09	21-Jul-2009 20:14:10	18	1
21-Jul-2009 20:14:12	21-Jul-2009 20:14:16	18	1
21-Jul-2009 20:14:18	21-Jul-2009 20:14:20	18	1
21-Jul-2009 20:14:21	21-Jul-2009 20:14:22	18	1
21-Jul-2009 20:14:23	21-Jul-2009 20:14:24	18	1
21-Jul-2009 20:14:25	21-Jul-2009 20:14:26	18	1
21-Jul-2009 20:14:28	21-Jul-2009 20:15:19	18	1
21-Jul-2009 20:15:21	21-Jul-2009 20:15:23	18	1
21-Jul-2009 20:15:24	21-Jul-2009 20:15:25	18	1
21-Jul-2009 20:15:30	21-Jul-2009 20:15:31	18	1
21-Jul-2009 20:15:59	21-Jul-2009 20:16:00	18	1
21-Jul-2009 20:16:00	21-Jul-2009 20:16:01	18	1
21-Jul-2009 20:16:03	21-Jul-2009 20:16:05	18	1
21-Jul-2009 20:16:06	21-Jul-2009 20:16:07	18	1
21-Jul-2009 20:16:08	21-Jul-2009 20:16:09	18	1
21-Jul-2009 20:16:11	21-Jul-2009 20:16:13	18	1
21-Jul-2009 20:16:14	21-Jul-2009 20:16:15	18	1
21-Jul-2009 20:16:17	21-Jul-2009 20:16:19	18	1
21-Jul-2009 20:16:19	21-Jul-2009 20:16:20	18	1
21-Jul-2009 20:16:23	21-Jul-2009 20:16:24	18	1
21-Jul-2009 20:16:26	21-Jul-2009 20:16:28	18	1
21-Jul-2009 20:16:29	21-Jul-2009 20:16:30	18	1
21-Jul-2009 20:16:30	21-Jul-2009 20:16:31	18	1
21-Jul-2009 20:16:32	21-Jul-2009 20:16:33	18	1
21-Jul-2009 20:16:52	21-Jul-2009 20:16:53	18	1
21-Jul-2009 20:17:16	21-Jul-2009 20:17:17	18	1
21-Jul-2009 20:17:48	21-Jul-2009 20:17:49	18	1
21-Jul-2009 20:18:07	21-Jul-2009 20:18:08	18	1
21-Jul-2009 20:18:37	21-Jul-2009 20:18:38	18	1
21-Jul-2009 20:18:39	21-Jul-2009 20:18:40	18	1
21-Jul-2009 20:18:42	21-Jul-2009 20:18:47	18	1
21-Jul-2009 20:18:49	21-Jul-2009 20:18:51	18	1
21-Jul-2009 20:18:53	21-Jul-2009 20:18:55	18	1
21-Jul-2009 20:18:56	21-Jul-2009 20:18:57	18	1
21-Jul-2009 20:18:59	21-Jul-2009 20:19:00	18	1
21-Jul-2009 20:19:01	21-Jul-2009 20:19:02	18	1
21-Jul-2009 20:19:04	21-Jul-2009 20:19:06	18	1
21-Jul-2009 20:19:09	21-Jul-2009 20:19:11	18	1
21-Jul-2009 20:19:12	21-Jul-2009 20:19:13	18	1
21-Jul-2009 20:19:14	21-Jul-2009 20:19:15	18	1
21-Jul-2009 20:19:38	21-Jul-2009 20:19:39	18	1
21-Jul-2009 20:19:42	21-Jul-2009 20:19:43	18	1
21-Jul-2009 20:19:48	21-Jul-2009 20:19:49	18	1
21-Jul-2009 20:19:55	21-Jul-2009 20:19:56	18	1
21-Jul-2009 20:19:57	21-Jul-2009 20:19:58	18	1
21-Jul-2009 20:20:04	21-Jul-2009 20:20:05	18	1
21-Jul-2009 20:20:23	21-Jul-2009 20:20:24	18	1
21-Jul-2009 20:20:39	21-Jul-2009 20:20:40	18	1
21-Jul-2009 20:20:55	21-Jul-2009 20:20:56	18	1
21-Jul-2009 20:21:10	21-Jul-2009 20:21:13	18	1
21-Jul-2009 20:21:14	21-Jul-2009 20:21:15	18	1
21-Jul-2009 20:21:16	21-Jul-2009 20:21:17	18	1
21-Jul-2009 20:21:18	21-Jul-2009 20:21:19	18	1
21-Jul-2009 20:21:20	21-Jul-2009 20:21:21	18	1
21-Jul-2009 20:21:23	21-Jul-2009 20:21:30	18	1
21-Jul-2009 20:21:31	21-Jul-2009 20:21:32	18	1
21-Jul-2009 20:21:37	21-Jul-2009 20:21:38	18	1
21-Jul-2009 20:21:40	21-Jul-2009 20:21:41	18	1
21-Jul-2009 20:21:42	21-Jul-2009 20:21:43	18	1
21-Jul-2009 20:21:44	21-Jul-2009 20:21:45	18	1
21-Jul-2009 20:21:46	21-Jul-2009 20:21:47	18	1
21-Jul-2009 20:21:49	21-Jul-2009 20:21:50	18	1
21-Jul-2009 20:21:56	21-Jul-2009 20:22:12	18	1
21-Jul-2009 20:22:21	21-Jul-2009 20:22:23	18	1
21-Jul-2009 20:22:25	21-Jul-2009 20:22:37	18	1
21-Jul-2009 20:22:38	21-Jul-2009 20:22:39	18	1
21-Jul-2009 20:22:42	21-Jul-2009 20:22:43	18	1
21-Jul-2009 20:22:44	21-Jul-2009 20:22:45	18	1
21-Jul-2009 20:22:46	21-Jul-2009 20:22:47	18	1
21-Jul-2009 20:22:50	21-Jul-2009 20:22:52	18	1
21-Jul-2009 20:22:53	21-Jul-2009 20:22:54	18	1
21-Jul-2009 20:23:06	21-Jul-2009 20:23:07	18	1
21-Jul-2009 20:23:11	21-Jul-2009 20:23:12	18	1
21-Jul-2009 20:23:13	21-Jul-2009 20:23:14	18	1
21-Jul-2009 20:23:18	21-Jul-2009 20:23:20	18	1
21-Jul-2009 20:23:21	21-Jul-2009 20:23:22	18	1
21-Jul-2009 20:23:23	21-Jul-2009 20:23:24	18	1
21-Jul-2009 20:23:25	21-Jul-2009 20:23:26	18	1
21-Jul-2009 20:23:27	21-Jul-2009 20:23:28	18	1
21-Jul-2009 20:23:30	21-Jul-2009 20:23:31	18	1
21-Jul-2009 20:23:32	21-Jul-2009 20:23:33	18	1
21-Jul-2009 20:23:35	21-Jul-2009 20:23:37	18	1
21-Jul-2009 20:23:37	21-Jul-2009 20:23:38	18	1
21-Jul-2009 20:23:39	21-Jul-2009 20:23:40	18	1
21-Jul-2009 20:23:41	21-Jul-2009 20:23:42	18	1
21-Jul-2009 20:23:46	21-Jul-2009 20:23:48	18	1
21-Jul-2009 20:24:04	21-Jul-2009 20:24:05	18	1
21-Jul-2009 20:26:21	21-Jul-2009 20:26:22	18	1
21-Jul-2009 20:27:37	21-Jul-2009 20:27:38	18	1
21-Jul-2009 20:28:12	21-Jul-2009 20:28:13	18	1
21-Jul-2009 20:28:15	21-Jul-2009 20:28:17	18	1
21-Jul-2009 20:28:34	21-Jul-2009 20:28:35	18	1
21-Jul-2009 20:29:26	21-Jul-2009 20:29:27	18	1
21-Jul-2009 20:29:30	21-Jul-2009 20:29:31	18	1
21-Jul-2009 20:29:48	21-Jul-2009 20:30:04	18	1
21-Jul-2009 20:30:05	21-Jul-2009 20:30:06	18	1
21-Jul-2009 20:30:16	21-Jul-2009 20:30:17	18	1
21-Jul-2009 20:30:20	21-Jul-2009 20:30:21	18	1
21-Jul-2009 20:30:30	21-Jul-2009 20:30:31	18	1
21-Jul-2009 20:30:32	21-Jul-2009 20:30:33	18	1
21-Jul-2009 20:30:45	21-Jul-2009 20:30:49	18	1
21-Jul-2009 20:31:53	21-Jul-2009 20:31:54	18	1
21-Jul-2009 20:37:56	21-Jul-2009 20:37:57	18	1
21-Jul-2009 20:37:59	21-Jul-2009 20:38:00	18	1
21-Jul-2009 20:53:29	21-Jul-2009 20:53:30	18	1
21-Jul-2009 20:53:33	21-Jul-2009 20:53:34	18	1
21-Jul-2009 20:55:52	21-Jul-2009 20:55:53	18	1
21-Jul-2009 20:58:15	21-Jul-2009 20:58:16	18	1
21-Jul-2009 20:59:11	21-Jul-2009 20:59:12	18	1
21-Jul-2009 21:02:46	21-Jul-2009 21:02:47	18	1
21-Jul-2009 21:03:01	21-Jul-2009 21:03:02	18	1
21-Jul-2009 21:03:05	21-Jul-2009 21:03:07	18	1
21-Jul-2009 21:08:44	21-Jul-2009 21:08:45	18	1
21-Jul-2009 21:08:48	21-Jul-2009 21:08:49	18	1
21-Jul-2009 21:43:05	21-Jul-2009 21:43:06	18	1
21-Jul-2009 21:43:09	21-Jul-2009 21:43:10	18	1
21-Jul-2009 21:43:26	21-Jul-2009 21:45:27	18	1
21-Jul-2009 21:51:46	21-Jul-2009 21:51:47	18	1
21-Jul-2009 21:51:51	21-Jul-2009 21:51:52	18	1
21-Jul-2009 22:15:03	21-Jul-2009 22:15:04	18	1
21-Jul-2009 22:15:07	21-Jul-2009 22:15:08	18	1
21-Jul-2009 22:15:29	21-Jul-2009 22:15:30	18	1
21-Jul-2009 22:15:37	21-Jul-2009 22:15:38	18	1
21-Jul-2009 22:15:48	21-Jul-2009 22:15:49	18	1
21-Jul-2009 22:15:54	21-Jul-2009 22:15:55	18	1
21-Jul-2009 22:15:56	21-Jul-2009 22:15:57	18	1
21-Jul-2009 22:16:17	21-Jul-2009 22:16:18	18	1
21-Jul-2009 22:16:27	21-Jul-2009 22:16:28	18	1
21-Jul-2009 22:16:34	21-Jul-2009 22:16:38	18	1
21-Jul-2009 22:17:54	21-Jul-2009 22:17:55	18	1
21-Jul-2009 22:19:48	21-Jul-2009 22:19:49	18	1
21-Jul-2009 22:19:51	21-Jul-2009 22:19:52	18	1
21-Jul-2009 22:19:53	21-Jul-2009 22:19:54	18	1
21-Jul-2009 22:19:58	21-Jul-2009 22:20:00	18	1
21-Jul-2009 22:20:01	21-Jul-2009 22:20:02	18	1
21-Jul-2009 22:20:03	21-Jul-2009 22:20:04	18	1
21-Jul-2009 22:20:06	21-Jul-2009 22:20:13	18	1
21-Jul-2009 22:20:18	21-Jul-2009 22:20:19	18	1
21-Jul-2009 22:20:21	21-Jul-2009 22:20:26	18	1
21-Jul-2009 22:22:23	21-Jul-2009 22:22:25	18	1
21-Jul-2009 22:22:26	21-Jul-2009 22:22:27	18	1
21-Jul-2009 22:22:28	21-Jul-2009 22:22:29	18	1
21-Jul-2009 22:22:35	21-Jul-2009 22:22:36	18	1
21-Jul-2009 22:22:37	21-Jul-2009 22:22:38	18	1
21-Jul-2009 22:22:42	21-Jul-2009 22:22:45	18	1
21-Jul-2009 22:22:46	21-Jul-2009 22:22:47	18	1
21-Jul-2009 22:22:48	21-Jul-2009 22:22:49	18	1
21-Jul-2009 22:22:51	21-Jul-2009 22:22:52	18	1
21-Jul-2009 22:22:53	21-Jul-2009 22:22:54	18	1
21-Jul-2009 22:22:55	21-Jul-2009 22:22:56	18	1
21-Jul-2009 22:22:58	21-Jul-2009 22:23:00	18	1
21-Jul-2009 22:23:12	21-Jul-2009 22:23:13	18	1
21-Jul-2009 22:23:15	21-Jul-2009 22:23:16	18	1
21-Jul-2009 22:23:30	21-Jul-2009 22:23:31	18	1
21-Jul-2009 22:23:41	21-Jul-2009 22:23:43	18	1
21-Jul-2009 22:23:44	21-Jul-2009 22:23:45	18	1
21-Jul-2009 22:24:35	21-Jul-2009 22:24:36	18	1
21-Jul-2009 22:25:10	21-Jul-2009 22:25:11	18	1
21-Jul-2009 22:25:26	21-Jul-2009 22:25:27	18	1
21-Jul-2009 22:26:25	21-Jul-2009 22:26:26	18	1
21-Jul-2009 22:26:30	21-Jul-2009 22:26:32	18	1
21-Jul-2009 22:26:33	21-Jul-2009 22:26:34	18	1
21-Jul-2009 22:26:39	21-Jul-2009 22:26:40	18	1
21-Jul-2009 22:26:43	21-Jul-2009 22:26:44	18	1
21-Jul-2009 22:26:45	21-Jul-2009 22:26:46	18	1
21-Jul-2009 22:26:56	21-Jul-2009 22:27:03	18	1
21-Jul-2009 22:27:04	21-Jul-2009 22:27:05	18	1
21-Jul-2009 22:27:07	21-Jul-2009 22:27:08	18	1
21-Jul-2009 22:27:43	21-Jul-2009 22:27:44	18	1
21-Jul-2009 22:28:44	21-Jul-2009 22:28:45	18	1
21-Jul-2009 22:28:47	21-Jul-2009 22:28:49	18	1
21-Jul-2009 22:28:51	21-Jul-2009 22:28:53	18	1
21-Jul-2009 22:28:58	21-Jul-2009 22:29:00	18	1
21-Jul-2009 22:29:10	21-Jul-2009 22:29:12	18	1
21-Jul-2009 22:29:13	21-Jul-2009 22:29:14	18	1
21-Jul-2009 22:29:18	21-Jul-2009 22:29:19	18	1
21-Jul-2009 22:29:22	21-Jul-2009 22:29:23	18	1
21-Jul-2009 22:29:34	21-Jul-2009 22:29:35	18	1
21-Jul-2009 22:29:44	21-Jul-2009 22:30:41	18	1
21-Jul-2009 22:30:42	21-Jul-2009 22:30:43	18	1
21-Jul-2009 22:30:44	21-Jul-2009 22:30:45	18	1
21-Jul-2009 22:30:52	21-Jul-2009 22:30:53	18	1
21-Jul-2009 22:31:10	21-Jul-2009 22:31:11	18	1
21-Jul-2009 22:31:24	21-Jul-2009 22:31:25	18	1
21-Jul-2009 22:31:26	21-Jul-2009 22:31:27	18	1
21-Jul-2009 22:31:30	21-Jul-2009 22:31:31	18	1
21-Jul-2009 22:31:33	21-Jul-2009 22:31:35	18	1
21-Jul-2009 22:31:39	21-Jul-2009 22:31:40	18	1
21-Jul-2009 22:31:43	21-Jul-2009 22:31:45	18	1
21-Jul-2009 22:31:46	21-Jul-2009 22:31:47	18	1
21-Jul-2009 22:31:48	21-Jul-2009 22:31:49	18	1
21-Jul-2009 22:31:53	21-Jul-2009 22:31:54	18	1
21-Jul-2009 22:31:55	21-Jul-2009 22:31:59	18	1
21-Jul-2009 22:32:13	21-Jul-2009 22:32:14	18	1
21-Jul-2009 22:32:17	21-Jul-2009 22:32:18	18	1
21-Jul-2009 22:32:23	21-Jul-2009 22:32:25	18	1
21-Jul-2009 22:32:26	21-Jul-2009 22:32:27	18	1
21-Jul-2009 22:32:28	21-Jul-2009 22:32:29	18	1
21-Jul-2009 22:32:31	21-Jul-2009 22:32:32	18	1
21-Jul-2009 22:32:34	21-Jul-2009 22:32:36	18	1
